actor,condition,partition,observation_mode,estimator,decoder,controller,seed,device,episodes,submitted_successes,truncations,invalid_actions,actions,inferences,submitted_success_rate,submitted_within_1_cent_rate,final_within_1_cent_rate,final_within_5_cents_rate,final_mean_absolute_error_cents,final_p99_absolute_error_cents,final_max_absolute_error_cents,mean_actions,mean_inferences,truncation_rate,invalid_action_rate,initial_perception.estimates,initial_perception.mean_absolute_error_cents,initial_perception.p99_absolute_error_cents,initial_perception.max_absolute_error_cents,initial_perception.within_1_cents_rate,initial_perception.within_2_cents_rate,initial_perception.within_5_cents_rate,trajectory_perception.estimates,trajectory_perception.mean_absolute_error_cents,trajectory_perception.p99_absolute_error_cents,trajectory_perception.max_absolute_error_cents,trajectory_perception.within_1_cents_rate,trajectory_perception.within_2_cents_rate,trajectory_perception.within_5_cents_rate,paired_clean.actor,paired_clean.condition,paired_clean.partition,paired_clean.seed,paired_clean.episodes,paired_clean.rescued,paired_clean.regressed,paired_clean.changed_outcome,paired_clean.mean_change_final_error_cents,paired_clean.mean_change_actions,paired_clean.mean_change_inferences,paired_clean.paired_initial_estimates,paired_clean.mean_change_initial_perception_error_cents
spectrum-peak,level-minus-24db,upper,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6195,200,1.0,0.56,0.56,1.0,1.19,2.0,2,30.975,1.0,0.0,0.0,200,1.19,2.0,2.0,0.56,1.0,1.0,200,1.19,2.0,2.0,0.56,1.0,1.0,spectrum-peak,level-minus-24db,upper,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,phase-45,iid,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,250,250,0,0,7373,250,1.0,0.584,0.584,1.0,1.252,2.0,2,29.492,1.0,0.0,0.0,250,1.252,2.0,2.0,0.584,1.0,1.0,250,1.252,2.0,2.0,0.584,1.0,1.0,spectrum-peak,phase-45,iid,,250,0,0,0,0.0,0.0,0.0,250,0.0
spectrum-peak,phase-45,lower,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6340,200,1.0,0.595,0.595,1.0,1.17,2.0,2,31.7,1.0,0.0,0.0,200,1.17,2.0,2.0,0.595,1.0,1.0,200,1.17,2.0,2.0,0.595,1.0,1.0,spectrum-peak,phase-45,lower,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,phase-45,upper,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6195,200,1.0,0.56,0.56,1.0,1.19,2.0,2,30.975,1.0,0.0,0.0,200,1.19,2.0,2.0,0.56,1.0,1.0,200,1.19,2.0,2.0,0.56,1.0,1.0,spectrum-peak,phase-45,upper,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,phase-90,iid,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,250,250,0,0,7373,250,1.0,0.584,0.584,1.0,1.252,2.0,2,29.492,1.0,0.0,0.0,250,1.252,2.0,2.0,0.584,1.0,1.0,250,1.252,2.0,2.0,0.584,1.0,1.0,spectrum-peak,phase-90,iid,,250,0,0,0,0.0,0.0,0.0,250,0.0
spectrum-peak,phase-90,lower,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6340,200,1.0,0.595,0.595,1.0,1.17,2.0,2,31.7,1.0,0.0,0.0,200,1.17,2.0,2.0,0.595,1.0,1.0,200,1.17,2.0,2.0,0.595,1.0,1.0,spectrum-peak,phase-90,lower,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,phase-90,upper,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6195,200,1.0,0.56,0.56,1.0,1.19,2.0,2,30.975,1.0,0.0,0.0,200,1.19,2.0,2.0,0.56,1.0,1.0,200,1.19,2.0,2.0,0.56,1.0,1.0,spectrum-peak,phase-90,upper,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,noise-30db,iid,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,250,250,0,0,7373,250,1.0,0.584,0.584,1.0,1.252,2.0,2,29.492,1.0,0.0,0.0,250,1.252,2.0,2.0,0.584,1.0,1.0,250,1.252,2.0,2.0,0.584,1.0,1.0,spectrum-peak,noise-30db,iid,,250,0,0,0,0.0,0.0,0.0,250,0.0
spectrum-peak,noise-30db,lower,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6340,200,1.0,0.595,0.595,1.0,1.17,2.0,2,31.7,1.0,0.0,0.0,200,1.17,2.0,2.0,0.595,1.0,1.0,200,1.17,2.0,2.0,0.595,1.0,1.0,spectrum-peak,noise-30db,lower,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,noise-30db,upper,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6195,200,1.0,0.56,0.56,1.0,1.19,2.0,2,30.975,1.0,0.0,0.0,200,1.19,2.0,2.0,0.56,1.0,1.0,200,1.19,2.0,2.0,0.56,1.0,1.0,spectrum-peak,noise-30db,upper,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,noise-10db,iid,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,250,249,0,0,7360,250,0.996,0.584,0.584,0.996,4.932,2.0,922,29.44,1.0,0.0,0.0,250,4.932,2.0,922.0,0.584,0.996,0.996,250,4.932,2.0,922.0,0.584,0.996,0.996,spectrum-peak,noise-10db,iid,,250,0,1,1,3.68,-0.052,0.0,250,3.68
spectrum-peak,noise-10db,lower,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6340,200,1.0,0.595,0.595,1.0,1.17,2.0,2,31.7,1.0,0.0,0.0,200,1.17,2.0,2.0,0.595,1.0,1.0,200,1.17,2.0,2.0,0.595,1.0,1.0,spectrum-peak,noise-10db,lower,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,noise-10db,upper,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,195,0,0,6110,200,0.975,0.56,0.56,0.975,29.35,1165.789999999993,2067,30.55,1.0,0.0,0.0,200,29.35,1165.789999999993,2067.0,0.56,0.975,0.975,200,29.35,1165.789999999993,2067.0,0.56,0.975,0.975,spectrum-peak,noise-10db,upper,,200,0,5,5,28.16,-0.425,0.0,200,28.16
spectrum-peak,combined,iid,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,250,250,0,0,7373,250,1.0,0.584,0.584,1.0,1.252,2.0,2,29.492,1.0,0.0,0.0,250,1.252,2.0,2.0,0.584,1.0,1.0,250,1.252,2.0,2.0,0.584,1.0,1.0,spectrum-peak,combined,iid,,250,0,0,0,0.0,0.0,0.0,250,0.0
spectrum-peak,combined,lower,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,200,0,0,6340,200,1.0,0.595,0.595,1.0,1.17,2.0,2,31.7,1.0,0.0,0.0,200,1.17,2.0,2.0,0.595,1.0,1.0,200,1.17,2.0,2.0,0.595,1.0,1.0,spectrum-peak,combined,lower,,200,0,0,0,0.0,0.0,0.0,200,0.0
spectrum-peak,combined,upper,spectrum,harpy-spectrum-peak-v1,harpy-public-source-feasible-five-cent-argmax-v1,harpy-committed-zero-tolerance-plan-v1,,cpu,200,191,0,0,6074,200,0.955,0.56,0.56,0.955,47.72,1729.7499999999984,2067,30.37,1.0,0.0,0.0,200,47.72,1729.7499999999984,2067.0,0.56,0.955,0.955,200,47.72,1729.7499999999984,2067.0,0.56,0.955,0.955,spectrum-peak,combined,upper,,200,0,9,9,46.53,-0.605,0.0,200,46.53
